budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
25000000,"Action, Crime, Thriller",,2140,"paris, prostitute, drug",en,Kiss of the Dragon,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",16.936576,"Twentieth Century Fox Film Corporation, Current Entertainment, Immortal Entertainment, Canal+, EuropaCorp, Quality Growth International Ltd.","France, United States of America",2001-07-06,64437847,98.0,"English, Français, 普通话",Released,Kiss Fear Goodbye,Kiss of the Dragon,6.4,298
25000000,"Romance, Comedy",http://www.thehousebunny.com/,12620,"virgin, nudity, college, costume, yoga, bikini, party, playboy, jail, sorority, pregnancy, model, car wash, fraternity, pledge",en,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",25.838073,"Columbia Pictures, Happy Madison Productions, Relativity Media, Alta Loma Entertainment",United States of America,2008-08-22,70442940,97.0,English,Released,"For the girls of ZETA house college life was no party, until Shelley showed up.",The House Bunny,5.6,529
25000000,Drama,http://movies.disney.com/million-dollar-arm,198185,"baseball, sport, duringcreditsstinger",en,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",17.312433,Walt Disney Pictures,United States of America,2014-05-09,38307627,124.0,"हिन्दी, English",Released,"Sometimes to win, sometimes you have to change the game",Million Dollar Arm,6.6,259
25000000,"Drama, Science Fiction",http://thegiverfilm.com/,227156,"dystopia, black and white, based on young adult novel",en,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",53.811461,"The Weinstein Company, Walden Media, Tonik Productions, Asis Productions",United States of America,2014-08-11,66980456,94.0,English,Released,Search for truth. Find freedom.,The Giver,6.4,1798
0,Comedy,,10735,"london england, england, daughter, politician, teenage girl, father daughter relationship, american abroad, teen comedy, woman director",en,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",7.057765,"DiNovi Pictures, Gerber Pictures, Gaylord Films, Warner Bros., Sloane Square Films, HSI Tomorrow Film",United States of America,2003-03-27,0,105.0,English,Released,Trying to fit in. Born to stand out.,What a Girl Wants,5.8,368
17000000,"Horror, Thriller",,11351,"father son relationship, scarecrow, peasant, farm, immortality, mythical creature, father",en,Jeepers Creepers 2,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",19.045146,"United Artists, American Zoetrope, Myriad Pictures, Jeepers Creepers II",United States of America,2003-08-08,63102666,104.0,English,Released,He can taste your fear.,Jeepers Creepers 2,5.5,299
25000000,"Comedy, Drama, Romance",http://www.goodluckchuckthemovie.com/,10030,"sex, aquarium, nudity, one-night stand, bride, man-woman relation, love, curse, wedding, dentist, based on short story, duringcreditsstinger",en,Good Luck Chuck,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",21.729434,"Lionsgate, Karz Entertainment","Canada, United States of America",2007-09-21,59192128,101.0,English,Released,He has to break his curse before she breaks his heart.,Good Luck Chuck,5.5,444
25000000,"Action, Crime, Drama",,10623,"robbery, diamant, intelligence, bank robber, thief, bank robbery, financial transactions, hoodlum",en,Cradle 2 the Grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",12.837116,"Silver Pictures, Warner Bros.",United States of America,2003-02-28,56489558,101.0,"English, 한국어/조선말, Pусский",Released,Mortal enemies make dangerous friends.,Cradle 2 the Grave,5.8,236
25000000,Drama,,590,"london england, suicide, gay, poetry, aids, drowning, depression, home, way of life, self-destruction, province, literature, empowerment, country life, family's daily life, sense of life, homelessness, leaving one's family, delusion",en,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",20.953265,"Paramount Pictures, Miramax Films, Scott Rudin Productions",United States of America,2002-12-27,41597830,114.0,English,Released,The time to hide is over. The time to regret is gone. The time to live is now.,The Hours,7.0,451
20000000,"Comedy, Drama, Family, Romance",,9655,"roommate, twin sister, sport, boarding school, twin brother, mistaken identity, soccer, teenager, teen comedy, tomboy, fake identity, disguised voice, the big game",en,She's the Man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",10.81439,"DreamWorks SKG, Lakeshore Entertainment",United States of America,2006-03-17,33889159,105.0,English,Released,"If you wanna chase your dream, sometimes you gotta break the rules.",She's the Man,6.4,671
25000000,"Family, Comedy",,1268,"holiday, france, film director, chaos, clumsy fellow, to drop brick, aftercreditsstinger",en,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",27.683874,"Tiger Aspect Productions, Working Title Films","United Kingdom, France, Germany",2007-03-22,229736344,90.0,English,Released,Disaster has a passport.,Mr. Bean's Holiday,6.1,663
20000000,"Adventure, Action, Horror, Science Fiction, Thriller",,11237,"snake, expedition, traitor, research, orchid, jungle, animal horror",en,Anacondas: The Hunt for the Blood Orchid,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",9.855474,"Screen Gems, Middle Fork Productions",United States of America,2004-08-26,70992898,97.0,"English, Pусский",Released,,Anacondas: The Hunt for the Blood Orchid,4.9,199
25000000,Drama,http://augustrushmovie.warnerbros.com/,5123,"date, loss of son, love at first sight, child labour, guitar, loss of child, lover (female), love of one's life, harmonica, lie, choir, church choir, rock star, cello, forbidden love, music lover, organ, kiss, affection, music, concert, tenderness, motherly love, children's home, death of a child, orphanage, secret love, crush, children, falling in love, relationship, woman director, piano",en,August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",29.533437,"Warner Bros., CJ Entertainment, Southpaw Entertainment",United States of America,2007-11-21,66122026,114.0,English,Released,An incredible journey moving at the speed of sound,August Rush,7.1,797
